"PVWatts: Hourly PV Performance Data"
"Requested Location:","16335, USA"
"Location:","Lat, Lon: 41.65, -80.14"
"Lat (deg N):","41.65"
"Long (deg W):","80.14"
"Elev (m):","406.92001342773"
"DC System Size (kW):","1"
"Module Type:","Premium"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.119"
"Capacity Factor (%)","13.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"2","12","10","926","96","-9","1","759.287","16.344","666.271","640.934"
"2","12","11","964","105","-7","1","889.636","23.018","766.824","736.999"
"2","12","12","975","108","-5","1","937.647","26.823","798.469","767.154"
"2","12","13","958","108","-5","1","898.547","25.914","767.009","737.176"
"2","12","14","922","99","-5","0","778.942","28.834","655.423","630.547"
"2","12","15","843","84","-5","0","585.211","21.92","497.483","478.833"
"2","12","16","680","61","-7","0","340.318","10.293","286.655","274.87"
"2","12","17","256","20","-10","0","79.462","-4.936","61.773","55.489"
"2","12","18","0","0","-11","0","0","-11","0","0"
"2","12","19","0","0","-11","0","0","-11","0","0"
"2","12","20","0","0","-11","0","0","-11","0","0"
"2","12","21","0","0","-11","0","0","-11","0","0"
"2","12","22","0","0","-11","0","0","-11","0","0"
"2","12","23","0","0","-11","0","0","-11","0","0"
"2","13","0","0","0","-11","0","0","-11","0","0"
"2","13","1","0","0","-11","0","0","-11","0","0"
"2","13","2","0","0","-11","0","0","-11","0","0"
"2","13","3","0","0","-11","0","0","-11","0","0"
"2","13","4","0","0","-11","0","0","-11","0","0"
"2","13","5","0","0","-11","0","0","-11","0","0"
"2","13","6","0","0","-11","0","0","-11","0","0"
"2","13","7","0","8","-10","0","7.569","-13.163","7.372","2.136"
"2","13","8","101","75","-8","0","118.42","-6.662","109.355","102.064"
"2","13","9","10","127","-6","0","131.655","-2.023","123.659","116.049"
"2","13","10","53","197","-5","0","244.079","4.079","224.726","214.644"
"2","13","11","172","254","-3","0","416.552","13.818","371.4","357.054"
"2","13","12","127","270","-3","0","403.937","14.853","359.125","345.166"
"2","13","13","198","257","-2","0","442.383","17.057","390.134","375.187"
"2","13","14","93","216","-2","0","295.033","12.089","264.44","253.282"
"2","13","15","191","157","-2","0","281.405","10.206","251.808","240.999"
"2","13","16","96","88","-3","0","134.062","3.263","120.975","113.425"
"2","13","17","0","17","-4","0","16.113","-5.624","15.328","9.946"
"2","13","18","0","0","-5","0","0","-5","0","0"
"2","13","19","0","0","-6","0","0","-6","0","0"
"2","13","20","0","0","-7","0","0","-7","0","0"
"2","13","21","0","0","-7","0","0","-7","0","0"
"2","13","22","0","0","-8","0","0","-8","0","0"
"2","13","23","0","0","-8","0","0","-8","0","0"
"2","14","0","0","0","-9","0","0","-9","0","0"
"2","14","1","0","0","-9","0","0","-9","0","0"
"2","14","2","0","0","-9","0","0","-9","0","0"
"2","14","3","0","0","-9","0","0","-9","0","0"
"2","14","4","0","0","-8","0","0","-8","0","0"
"2","14","5","0","0","-7","0","0","-7","0","0"
"2","14","6","0","0","-6","0","0","-6","0","0"
"2","14","7","0","3","-4","1","2.835","-6.742","2.706","0"
"2","14","8","0","24","-3","1","22.735","-5.111","21.592","16.094"
"2","14","9","0","31","-3","1","29.387","-4.747","27.878","22.26"
"2","14","10","0","121","-3","1","117.227","-1.59","110.095","102.788"
"2","14","11","43","231","-3","1","277.427","4.442","255.388","244.481"
"2","14","12","16","210","-3","1","222.089","3.515","205.134","195.561"
"2","14","13","0","151","-3","1","147.145","0.641","137.206","129.287"
"2","14","14","0","148","-3","1","145.002","0.111","135.438","127.56"
"2","14","15","19","142","-3","1","152.387","0.352","141.973","133.943"
"2","14","16","0","67","-3","0","65.21","-1.593","61.244","54.971"
"2","14","17","0","11","-5","0","10.412","-8.244","9.987","4.703"
"2","14","18","0","0","-6","0","0","-6","0","0"
"2","14","19","0","0","-7","0","0","-7","0","0"
"2","14","20","0","0","-7","0","0","-7","0","0"
"2","14","21","0","0","-7","0","0","-7","0","0"
"2","14","22","0","0","-7","0","0","-7","0","0"
"2","14","23","0","0","-7","0","0","-7","0","0"
"2","15","0","0","0","-7","0","0","-7","0","0"
"2","15","1","0","0","-7","0","0","-7","0","0"
"2","15","2","0","0","-7","0","0","-7","0","0"
"2","15","3","0","0","-7","0","0","-7","0","0"
"2","15","4","0","0","-7","0","0","-7","0","0"
"2","15","5","0","0","-7","0","0","-7","0","0"
"2","15","6","0","0","-6","0","0","-6","0","0"
"2","15","7","0","8","-5","0","7.568","-9.339","7.284","2.051"
"2","15","8","89","79","-5","0","118.722","-3.59","109.076","101.791"
"2","15","9","59","147","-5","1","186.397","-0.617","173.614","164.83"
"2","15","10","314","199","-5","1","446.243","8.444","403.717","388.325"
"2","15","11","749","198","-5","1","832.736","21.729","721.646","693.884"
"2","15","12","335","254","-5","1","569.298","15.669","504.468","485.562"
"2","15","13","393","229","-5","1","578.105","14.621","513.761","494.512"
"2","15","14","499","168","-6","1","560.076","13.165","498.556","479.867"
"2","15","15","667","137","-6","1","548.894","12.725","483.5","465.357"
"2","15","16","467","100","-7","1","302.476","3.857","264.965","253.792"
"2","15","17","112","29","-8","1","57.403","-6.933","48.82","42.795"
"2","15","18","0","0","-9","0","0","-9","0","0"
"2","15","19","0","0","-10","0","0","-10","0","0"
